#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Run:	1
#Age:	22
#Gender:	male
#07-Jul-2022
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Run:	1
#Age:	22
#Gender:	male
#07-Jul-2022
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Run:	1
#Age:	22
#Gender:	male
#07-Jul-2022
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Run:	1
#Age:	22
#Gender:	male
#07-Jul-2022
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Run:	1
#Age:	22
#Gender:	male
#07-Jul-2022
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Run:	1
#Age:	22
#Gender:	male
#07-Jul-2022
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Run:	1
#Age:	22
#Gender:	male
#07-Jul-2022
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Run:	1
#Age:	22
#Gender:	male
#07-Jul-2022
Func	Run	Trial	Block	Null	trialStartTime	Mag	ScoreInc	Freq	EV	RT	Emotion	Image
CEV	   1	   1	   1	   0	1.270875e+00	  47	   0	7.624286e-01	3.547514e+01	 963	 115	  99	 114	  97	 109	scram	scram_6.png	
CEV	   1	   2	   1	   0	4.784606e+00	  46	  46	7.531429e-01	3.474057e+01	1028	 115	  99	 114	  97	 109	scram	scram_3.png	
CEV	   1	   3	   1	   0	1.101340e+01	 197	   0	1.857143e-01	3.662857e+01	5000	 115	  99	 114	  97	 109	scram	scram_16.png	
CEV	   1	   4	   1	   0	1.744482e+01	 199	   0	1.857143e-01	  37	5000	 115	  99	 114	  97	 109	scram	scram_11.png	
CEV	   1	   5	   1	   0	2.377474e+01	 198	   0	1.857143e-01	3.681429e+01	5000	 115	  99	 114	  97	 109	scram	scram_7.png	
CEV	   1	   6	   1	   0	3.020671e+01	 195	   0	1.857143e-01	3.625714e+01	5000	 115	  99	 114	  97	 109	scram	scram_17.png	
CEV	   1	   7	   1	   0	3.688275e+01	 202	   0	1.857143e-01	3.755714e+01	5000	 115	  99	 114	  97	 109	scram	scram_14.png	
CEV	   1	   8	   1	   0	4.345683e+01	 202	   0	1.857143e-01	3.755714e+01	5000	 115	  99	 114	  97	 109	scram	scram_8.png	
CEV	   1	   9	   1	   0	4.963073e+01	 194	   0	1.857143e-01	3.607143e+01	5000	 115	  99	 114	  97	 109	scram	scram_5.png	
CEV	   1	  10	   1	   0	5.629690e+01	 196	   0	1.857143e-01	3.644286e+01	5000	 115	  99	 114	  97	 109	scram	scram_21.png	
CEV	   1	  11	   1	   0	6.272056e+01	 202	   0	1.857143e-01	3.755714e+01	5000	 115	  99	 114	  97	 109	scram	scram_19.png	
CEV	   1	  12	   1	   0	6.939388e+01	 203	   0	1.857143e-01	3.774286e+01	5000	 115	  99	 114	  97	 109	scram	scram_15.png	
CEV	   1	  13	   1	   0	7.581750e+01	 199	   0	1.857143e-01	  37	5000	 115	  99	 114	  97	 109	scram	scram_1.png	
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Run:	1
#Age:	22
#Gender:	male
#07-Jul-2022
Func	Run	Trial	Block	Null	trialStartTime	Mag	ScoreInc	Freq	EV	RT	Emotion	Image
CEV	   1	   1	   1	   0	1.504078e+00	  55	  55	7.282857e-01	3.991314e+01	1202	 115	  99	 114	  97	 109	scram	scram_6.png	
CEV	   1	   2	   1	   0	4.962361e+00	  51	  51	7.580000e-01	3.851600e+01	 994	 115	  99	 114	  97	 109	scram	scram_3.png	
CEV	   1	   3	   1	   0	8.455574e+00	  49	   0	7.171429e-01	3.484857e+01	1280	 115	  99	 114	  97	 109	scram	scram_16.png	
CEV	   1	   4	   1	   0	1.209422e+01	  51	  51	7.247143e-01	3.700000e+01	1227	 115	  99	 114	  97	 109	scram	scram_11.png	
CEV	   1	   5	   1	   0	1.724608e+01	  80	   0	4.944286e-01	3.947214e+01	2839	 115	  99	 114	  97	 109	scram	scram_7.png	
CEV	   1	   6	   1	   0	2.102405e+01	  57	  57	7.045714e-01	3.981829e+01	1368	 115	  99	 114	  97	 109	scram	scram_17.png	
CEV	   1	   7	   1	   0	2.535778e+01	  56	  56	6.612857e-01	  37	1671	 115	  99	 114	  97	 109	scram	scram_14.png	
CEV	   1	   8	   1	   0	2.951013e+01	  58	   0	6.730000e-01	3.901900e+01	1589	 115	  99	 114	  97	 109	scram	scram_8.png	
CEV	   1	   9	   1	   0	3.535754e+01	 100	 100	3.734286e-01	3.737343e+01	3686	 115	  99	 114	  97	 109	scram	scram_5.png	
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Subj:	48
#Run:	1
#Age:	22
#Gender:	male
#07-Jul-2022
Func	Run	Trial	Block	Null	trialStartTime	Mag	ScoreInc	Freq	EV	RT	Emotion	Image
CEV	   1	   1	   1	   0	2.007974e+00	  56	  56	6.564286e-01	3.700000e+01	1705	 115	  99	 114	  97	 109	scram	scram_6.png	
CEV	   1	   2	   1	   0	6.257608e+00	  56	  56	6.452857e-01	3.635471e+01	1783	 115	  99	 114	  97	 109	scram	scram_3.png	
CEV	   1	   3	   1	   0	9.548723e+00	  52	  52	7.461429e-01	3.849229e+01	1077	 115	  99	 114	  97	 109	scram	scram_16.png	
